Target Gift Flag,Control Number,Target Gift Amount,Gift Count 36 Months,Gift Count All Months,Gift Count Card 36 Months,Gift Count Card All Months,Gift Amount Last,Gift Amount Average 36 Months,Gift Amount Average All Months,Gift Amount Average Card 36 Months,Time Since Last Gift,Time Since First Gift,Promotion Count 12 Months,Promotion Count 36 Months,Promotion Count All Months,Promotion Count Card 12 Months,Promotion Count Card 36 Months,Promotion Count Card All Months,Status Category 96NK,Status Category Star All Months,Demographic Cluster,Age,Gender,Home Owner,Median Home Value Region,Percent Veterans Region,Median Income Region,Observation Number
0,113144,.,2,8,1,4,16,20.5,12.25,25,26,68,12,34,54,5,16,23,A,1,11,.,M,U,77600,37,0,5367
1,113129,20,3,3,2,2,10,20,20,25,15,24,14,25,23,6,11,9,N,0,11,82,F,H,35900,37,36756,5369
0,112658,.,2,12,0,6,10,8,4.67,.,19,81,14,34,56,6,6,20,A,1,17,.,M,U,57400,62,40910,5370
0,113267,.,1,1,0,0,15,15,15,.,20,20,10,16,15,4,4,5,F,0,31,73,M,H,35700,34,29305,5374
0,113310,.,1,6,0,3,15,15,8.17,.,25,127,10,23,54,4,4,24,A,0,11,53,F,H,210200,36,54178,5377
1,136935,15,3,3,1,1,7,9,9,15,18,32,13,27,26,6,12,10,A,0,39,.,F,U,45400,14,48504,5381
0,187947,.,1,9,1,7,20,20,17.56,20,16,79,7,15,30,2,6,15,E,1,25,.,M,U,85400,46,0,5390
0,113712,.,1,20,0,8,10,20,7.95,.,17,75,12,33,58,5,5,23,A,1,27,55,F,H,55000,49,40929,5396
1,113692,8,6,6,4,4,7,5.5,5.5,5.5,16,29,13,26,25,6,12,10,A,1,34,46,M,U,76300,29,40929,5397
1,113728,15,1,1,0,0,15,15,15,.,20,20,8,14,13,3,3,4,F,0,28,78,M,H,49300,64,36552,5401
1,113812,20,7,34,5,21,5,3.57,3.37,3.8,17,117,7,22,57,4,14,30,S,1,41,75,F,H,0,0,0,5405
0,113906,.,2,2,1,1,20,17.5,17.5,15,18,27,11,25,21,5,12,10,A,0,41,78,M,H,46000,32,47861,5410
1,2889,3,5,22,3,12,3,3.4,3.18,3.67,5,128,21,32,52,8,13,17,S,1,48,81,F,H,20800,29,35250,5414
1,114539,12,6,7,5,5,10,10.83,10.14,11,16,33,13,31,32,6,15,13,S,1,53,41,F,H,45500,34,55526,5417
0,114146,.,1,17,0,9,25,25,13.65,.,18,129,13,32,73,6,6,31,A,1,35,60,F,U,81900,31,0,5418
1,114197,11,3,3,2,2,12,11.33,11.33,11,17,23,12,23,21,6,11,9,N,0,36,68,M,H,56600,42,49614,5424
0,114362,.,2,8,1,5,30,27.5,14.88,25,17,79,13,35,57,6,17,24,A,0,49,72,M,U,59500,41,0,5431
1,114438,20,2,4,0,2,20,15,11.5,.,17,44,12,32,35,6,6,15,A,0,39,71,M,H,49800,18,44487,5435
0,114688,.,1,5,0,3,15,15,9.6,.,17,56,12,27,39,6,6,16,A,1,25,56,M,H,67000,14,67341,5449
1,114721,15,1,3,1,2,15,15,11.67,15,18,45,11,26,30,4,10,11,A,0,26,.,U,U,104000,34,0,5450
1,114747,20,1,7,0,2,20,20,7.43,.,16,112,12,29,53,5,5,21,A,0,24,39,M,H,159900,41,53769,5451
0,114760,.,1,2,0,1,16,16,13,.,25,55,9,22,30,4,4,12,A,0,24,63,F,H,104800,45,95597,5452
0,114851,.,4,7,3,3,5,5.5,5.14,5.67,18,28,13,25,24,6,12,10,A,1,48,65,M,H,56400,45,35118,5460
0,115060,.,3,10,2,6,10,8.33,9.5,7.5,18,69,13,32,56,6,15,21,S,1,36,.,M,U,44300,27,0,5467
1,115188,16,4,4,3,3,10,10.5,10.5,11.67,16,24,14,24,25,6,11,9,N,1,53,61,F,H,16000,41,32072,5476
0,115204,.,2,9,0,5,25,19,13.44,.,18,104,13,30,61,6,6,26,A,1,51,44,M,U,22300,30,0,5477
0,115212,.,2,8,0,4,20,15,7.75,.,15,113,13,31,58,5,5,23,A,0,45,.,U,U,34300,28,0,5478
0,10527,.,4,34,3,13,10,13,9.71,13.33,5,102,30,51,113,7,18,32,S,1,51,.,F,U,27900,31,0,5481
0,115329,.,1,24,0,15,12,12,7.21,.,18,127,12,27,72,5,5,32,A,1,37,75,F,H,33900,32,35876,5485
1,106719,10,5,29,1,14,10,10,8.98,10,25,130,12,34,82,6,17,33,S,1,8,37,F,U,30100,34,43216,5503
0,21720,.,2,3,0,1,15,12.5,11.67,.,25,44,8,20,26,4,4,10,A,0,37,37,M,U,223800,33,83154,5506
0,1985,.,2,34,2,21,11,10.5,10.03,10.5,24,125,16,35,95,7,16,35,A,1,35,51,M,H,140700,31,94179,5511
0,115942,.,7,34,5,15,4,3.86,4.1,3.4,23,121,6,22,71,4,13,27,S,1,17,75,F,H,86400,23,45541,5520
1,116008,5,6,13,3,5,12,11,9.31,11,22,64,11,32,56,5,16,22,A,1,35,63,F,H,81300,20,65326,5524
1,119038,7,4,8,4,4,5.4,6.6,6.18,6.6,16,44,14,34,40,6,16,16,S,1,24,.,M,U,89000,38,61805,5530
1,116186,10,4,22,2,11,13,13,11.95,14,15,129,15,33,81,6,14,31,S,1,49,54,M,H,71100,26,50287,5532
0,13249,.,7,19,5,13,7,5.86,4.89,6.2,16,105,24,44,79,6,17,29,A,1,0,.,M,U,84600,0,0,5534
0,116346,.,2,2,1,1,17,16,16,15,18,29,10,23,22,4,10,9,A,0,35,43,F,H,115600,33,74192,5542
0,117514,.,4,6,2,2,12,10.75,11.33,10.5,17,39,13,33,34,6,16,15,A,0,13,45,F,H,50400,38,42467,5552
0,116454,.,2,2,2,2,15,12.5,12.5,12.5,16,22,13,21,18,6,10,8,N,0,40,24,F,H,65500,23,63444,5555
1,116542,20,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,53,.,U,H,48100,41,40765,5560
1,116608,25,2,16,0,5,15,20,10.06,.,15,77,13,32,57,6,6,22,A,1,45,75,F,U,57000,36,39564,5564
1,126013,20,2,9,0,2,20,19,15.33,.,18,64,13,35,55,6,6,22,A,0,48,57,M,U,69700,56,0,5568
1,116453,15,1,1,1,1,15,15,15,15,17,17,12,17,15,4,6,5,F,0,14,25,F,H,84900,22,61134,5570
1,116894,20,2,4,2,4,20,16.5,12.25,16.5,21,45,14,32,39,6,15,15,A,0,1,75,M,U,107500,12,46951,5575
0,117164,.,1,1,0,0,20,20,20,.,20,20,10,17,14,4,4,6,F,0,8,51,F,H,45300,22,35463,5588
0,117186,.,0,1,0,0,25,0,25,.,23,23,10,10,15,4,4,6,N,0,13,.,F,U,314300,24,0,5589
0,117180,.,2,11,1,6,23,24,12.27,23,17,126,19,39,76,9,18,31,F,1,3,80,F,U,392200,35,151261,5590
0,117368,.,2,2,2,2,20,15,15,15,15,28,11,24,22,5,11,10,A,0,16,73,F,H,58200,33,43513,5600
0,117399,.,4,9,3,5,10,11.25,9.33,11.67,17,65,15,33,50,6,15,19,S,1,13,27,M,H,84200,31,55260,5602
1,5144,15,3,33,2,9,10,12.67,10.06,12.5,5,105,46,61,123,11,18,29,S,1,25,.,M,H,193800,13,36726,5603
1,45584,25,3,4,2,3,15,18.33,16.25,17.5,20,45,15,34,40,6,16,16,A,0,17,50,F,U,186100,0,0,5610
1,117711,16,2,5,1,3,16,16,13.6,16,23,98,10,29,50,4,12,20,A,0,25,67,F,H,27100,19,38750,5616
1,117726,10,5,6,4,4,10,9.2,8.67,9,23,33,12,30,29,6,15,13,A,1,51,.,F,U,38500,28,35926,5617
0,117813,.,3,7,2,3,25,33.33,27.14,37.5,17,92,14,32,47,6,16,20,A,0,41,73,M,U,36700,34,0,5619
1,117847,20,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,36,51,M,H,39300,42,35216,5624
1,118043,10,3,13,1,9,10,6.67,6.54,10,17,126,12,30,74,5,13,28,A,1,47,63,F,U,34700,33,37911,5630
0,118190,.,1,1,1,1,20,20,20,20,27,27,7,20,18,3,9,8,N,0,23,.,U,H,145100,49,45673,5643
1,118361,10,4,18,4,11,6,10.75,9.28,10.75,15,105,13,31,68,6,17,29,S,1,42,75,F,H,96200,55,44627,5654
1,118367,19,2,3,0,1,15,12.5,10,.,15,41,8,24,27,2,2,9,E,0,45,60,U,U,46200,36,0,5656
1,118759,3,4,15,2,10,3,3.25,2.88,2.5,16,117,13,26,57,5,11,25,S,1,31,77,F,U,51000,19,0,5673
1,118805,20,3,7,3,6,15,14,10,14,20,77,13,33,54,6,15,20,A,1,24,54,F,H,109500,33,54966,5680
1,145436,10,1,1,1,1,25,25,25,25,21,21,13,20,18,5,8,7,F,0,2,.,M,U,77500,29,0,5682
0,115616,.,3,10,1,6,25,23.33,19.5,20,18,92,14,35,64,6,16,24,A,0,11,73,M,U,173200,28,0,5686
1,187518,16,4,6,3,5,15,15,14.5,15,18,32,7,14,15,2,6,6,E,1,12,.,F,U,94400,29,0,5687
0,118715,.,2,13,1,5,8,9,7.08,8,21,69,14,34,58,6,15,21,A,1,30,46,M,H,78800,18,65986,5689
1,119496,5,1,7,0,2,15,15,7.86,.,21,62,14,31,51,5,5,17,A,0,13,.,F,U,75800,33,0,5690
1,8792,11,5,29,3,14,7,5.4,4.34,5.67,20,103,19,40,98,6,16,32,S,1,38,80,F,H,72900,29,55375,5694
0,101928,.,6,13,4,7,10,6.5,5.54,6.75,18,89,12,33,52,6,17,23,A,1,16,28,F,U,111200,25,0,5706
1,119368,25,1,6,0,3,15,15,11.5,.,20,74,12,26,47,6,6,19,A,0,22,57,F,U,50000,22,0,5709
1,119538,16,3,9,2,6,16,15.33,9.89,15,18,88,13,31,56,6,14,21,S,1,30,61,F,H,48700,27,40056,5716
1,119576,9,5,5,3,3,9,9.2,9.2,9,15,33,11,29,27,5,14,12,A,1,12,38,M,H,91600,28,53550,5723
1,119801,25,3,6,2,4,17,19,14.67,21,20,52,14,34,46,6,15,18,A,0,40,37,F,U,87300,36,0,5729
1,119861,21,0,10,0,6,15,0,15.1,.,18,88,13,13,57,6,6,24,A,1,36,62,M,U,45600,34,43110,5734
1,120107,26,1,12,1,7,30,30,18.08,30,21,123,14,33,75,6,15,31,S,1,53,79,M,U,22500,30,33594,5750
1,120115,200,4,8,3,5,50,43.75,40.88,41.67,24,68,14,36,56,6,17,22,A,0,53,27,M,U,27400,44,33874,5751
1,120128,15,2,2,1,1,15,14,14,13,19,28,10,23,21,4,10,9,A,0,45,62,F,U,41700,25,30694,5752
1,120145,25,3,10,1,4,25,13.67,10.4,11,17,112,13,35,62,6,17,27,A,1,49,.,M,H,54800,34,38726,5753
1,120203,20,3,5,1,2,20,18.33,14,10,26,79,7,23,32,3,11,13,A,0,46,62,F,U,56700,45,0,5757
0,120449,.,1,1,1,1,25,25,25,25,21,21,11,18,16,5,8,7,F,0,41,73,F,U,49100,21,41594,5767
0,120463,.,7,14,6,10,7,6.43,6.57,6.17,17,76,13,31,56,6,17,22,S,1,45,37,M,H,34300,34,50256,5769
0,120634,.,3,13,2,6,16,14,8.38,13,19,89,14,35,65,6,17,26,A,1,34,81,M,U,63200,33,65356,5778
0,120677,.,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,51,83,M,H,21100,15,32400,5781
0,120718,.,3,19,1,13,25,21.67,14.74,25,17,113,13,31,72,6,14,29,S,1,53,81,M,U,28500,44,37614,5783
1,120972,7,5,26,4,16,6,6.2,8.73,6.5,17,128,8,20,60,4,10,24,S,1,10,71,F,H,28000,22,25269,5795
0,120989,.,1,3,1,1,25,25,23.33,25,24,40,12,33,35,6,16,15,A,0,25,81,M,U,110700,27,46351,5797
0,120995,.,3,3,1,1,30,26.67,26.67,25,26,35,12,30,30,5,14,12,A,0,17,41,F,H,72300,27,42411,5799
0,121026,.,4,4,2,2,15,7.5,7.5,10,21,32,12,26,26,6,12,10,A,1,10,.,M,H,33900,13,33786,5800
1,121208,13,5,26,3,12,15,13.6,9.96,13.67,17,89,14,32,70,6,16,25,S,1,3,28,F,U,514900,14,128240,5807
1,121256,15,3,23,3,16,12,10.67,9.7,10.67,15,124,13,32,78,6,15,30,S,1,21,.,M,H,42300,34,26019,5812
0,121335,.,1,5,0,1,16,16,11.4,.,26,76,9,28,50,4,4,19,A,0,9,86,F,H,26300,19,28068,5815
0,121581,.,0,6,0,4,25,0,18.33,.,23,62,13,13,53,6,6,20,S,1,1,48,F,U,102600,25,0,5828
1,121603,10,4,6,3,4,17,15,13,15,16,53,14,35,42,6,16,18,A,0,24,38,F,H,91600,26,108413,5829
1,121683,10,2,2,0,0,20,20,20,.,18,28,11,25,22,5,5,10,A,1,12,46,M,H,77000,13,65337,5834
0,49557,.,2,7,1,5,25,22.5,15.57,20,19,79,13,34,57,6,16,24,A,1,49,37,F,H,65200,32,65337,5835
1,181841,20,4,19,1,7,22,21.75,14.16,20,18,110,14,36,78,6,17,33,S,1,18,.,F,U,65200,20,0,5836
0,121711,.,1,5,0,3,19,19,14.2,.,26,76,10,30,52,4,4,20,A,0,24,41,M,H,85500,21,68714,5837
0,121634,.,4,8,1,3,25,21.5,17,19,19,77,14,34,55,6,15,21,A,0,17,49,M,H,128100,22,51155,5843
1,121937,27,5,9,1,4,25,25.6,22.56,21,15,56,13,35,50,6,17,21,A,0,11,72,M,H,164500,23,88188,5847
1,121969,8,6,9,2,3,8,8.17,7.11,9,18,52,12,33,40,6,16,17,A,0,17,47,F,H,71500,25,37566,5849
1,121978,50,2,9,0,2,50,37.5,24.44,.,15,100,14,36,66,6,6,27,A,0,18,78,M,H,69300,24,37566,5851
1,122131,15,5,12,4,9,30,26.2,19.25,29,15,126,14,36,73,6,17,31,A,1,14,51,F,H,83100,26,58482,5858
0,122121,.,1,2,0,1,20,20,15,.,26,44,9,25,28,4,4,11,A,0,18,36,F,H,59700,32,58482,5859
0,123036,.,5,24,4,19,10,10.6,7.13,10.75,15,130,13,34,81,6,17,32,S,1,1,49,M,H,0,18,0,5871
1,122751,5,5,16,3,8,10,10,8.94,10,24,81,12,34,59,6,17,25,A,1,35,21,U,H,0,30,0,5872
0,122384,.,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,43,39,M,H,39400,24,41788,5877
1,5335,10,3,16,3,10,10,11,10.69,11,17,76,14,34,76,6,17,24,S,1,46,75,F,H,51500,31,71200,5889
0,122635,.,6,12,4,6,9,9.5,7.33,9.75,20,53,12,34,46,6,17,19,A,1,41,61,F,H,44400,33,41382,5892
0,122674,.,2,3,0,1,15,13,10.33,.,18,44,11,27,32,4,4,11,A,0,40,69,M,H,57900,33,39588,5895
0,122744,.,8,14,6,9,2,4,3.21,1.33,21,53,10,30,36,5,15,16,S,1,24,57,F,H,85500,18,68815,5898
1,121153,25,1,7,1,5,17,17,12.57,17,22,89,10,19,47,4,8,16,A,1,1,58,M,H,143800,23,102392,5900
1,122835,9,3,9,1,5,9,9,6.89,9,24,76,10,30,47,5,14,20,S,1,2,35,F,H,84700,30,103129,5902
0,122867,.,1,2,0,0,20,20,12.5,.,20,31,10,22,21,4,4,7,A,0,39,55,M,H,47500,22,40487,5905
1,122722,17,5,10,4,7,18,17,15.2,17,16,71,14,34,59,6,16,22,A,0,24,.,M,U,127500,25,0,5908
0,122976,.,2,5,1,2,20,11,16.4,12,19,53,13,31,43,6,13,15,A,0,40,35,F,U,59600,11,0,5910
0,123145,.,2,4,0,1,16,14,10.75,.,17,70,10,24,37,4,4,13,A,0,21,61,F,H,48000,23,74797,5917
0,123651,.,5,7,3,5,14,13.8,11.57,14.33,18,53,14,34,44,6,16,17,A,1,22,55,F,H,119900,30,40642,5939
0,123696,.,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,40,23,M,H,43500,36,69553,5946
0,123938,.,1,16,1,7,12,12,8.5,12,18,110,12,30,65,5,13,28,A,1,35,49,F,H,65700,33,50167,5958
1,123972,5,5,14,3,9,5,5,5.86,5,15,112,10,28,66,5,13,29,S,1,28,84,F,H,49600,38,49329,5959
0,124043,.,1,9,0,5,25,25,19,.,15,91,12,27,59,5,5,22,A,1,28,79,M,H,51200,33,39341,5961
0,124123,.,2,20,1,11,20,16,10.75,10,16,129,17,35,79,6,14,30,S,1,26,58,M,H,56100,51,34323,5963
1,124104,23,4,8,1,4,25,18,15.25,20,18,57,13,34,47,6,17,20,S,1,28,47,M,H,42700,44,34323,5964
0,124383,.,3,16,1,8,11,10.67,9.94,10,18,75,12,33,61,5,15,23,A,1,0,37,F,U,78900,0,49922,5975
0,124545,.,6,7,4,4,10,6.17,5.71,5,20,33,12,31,30,6,15,13,S,1,44,66,F,U,59100,36,49884,5989
0,124694,.,1,2,1,1,25,25,25,25,16,17,13,17,16,5,7,6,N,0,42,67,F,U,86800,45,40893,5993
1,124787,20,2,8,1,3,20,18.5,15,20,22,56,12,34,48,6,17,20,A,1,19,.,F,U,62600,17,28056,5995
0,124826,.,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,49,49,M,H,36900,22,45300,5998
0,124879,.,3,13,1,4,13,13.67,11,15,26,81,8,24,54,4,13,22,A,1,40,57,M,H,70100,45,56334,6001
1,124935,25,8,21,4,12,30,26.88,19.52,26.25,15,115,14,33,74,6,17,32,S,1,49,80,M,U,68900,38,48817,6004
0,124977,.,1,1,0,0,20,20,20,.,20,20,10,16,15,4,4,5,F,0,11,59,M,U,102500,47,56140,6007
1,125086,6,4,13,1,4,5,7.25,5.54,8,15,80,11,28,53,5,12,19,S,1,10,51,F,H,36500,23,29862,6013
0,125121,.,4,4,1,1,10,8.75,8.75,10,18,32,12,27,27,6,13,11,A,0,16,68,M,H,45200,58,60974,6015
1,125164,50,1,5,1,3,50,50,22.6,50,21,93,12,30,57,6,14,21,A,0,16,81,F,H,58800,58,29469,6016
1,511,12,3,10,1,2,10,13.33,10,10,6,78,22,38,58,9,17,22,A,0,15,82,F,U,102400,22,42324,6019
0,7664,.,2,8,1,3,21,21,17.88,21,16,90,15,36,66,6,16,28,A,0,15,79,M,H,194600,39,38841,6025
1,186528,15,5,16,2,7,10,11.4,9.81,12.5,8,130,19,40,63,7,17,24,A,1,25,74,F,H,53500,32,36089,6035
1,125277,53,5,11,4,6,52,52,36.36,52.5,21,64,13,32,59,6,17,22,S,1,15,63,M,U,113600,26,76794,6042
0,11561,.,2,8,0,3,25,22.5,16.75,.,26,86,23,44,80,5,5,23,S,1,24,66,F,H,97300,61,50931,6046
0,1400,.,8,29,6,18,9,8.38,5.41,7,24,131,17,36,88,6,17,36,S,1,11,.,M,H,180500,33,104341,6048
0,125876,.,1,4,0,3,50,50,27.5,.,26,68,10,29,48,5,5,20,A,1,12,49,M,H,74000,35,57569,6051
0,125984,.,5,5,3,3,17,15.8,15.8,15.67,17,29,14,28,27,6,13,11,A,1,52,.,M,U,25100,29,0,6058
1,126091,6,5,14,0,2,6,6.8,6.21,.,17,62,13,35,53,6,6,22,A,0,30,55,F,H,39500,11,34297,6064
0,126146,.,4,7,1,1,10,9.75,8.71,10,18,52,12,32,40,6,15,17,A,0,2,74,M,H,79200,42,44158,6065
0,126143,.,7,9,5,6,16,14.43,12.33,15,17,41,14,34,38,6,16,15,S,1,4,.,F,H,48200,42,44158,6066
1,126333,6,7,26,3,10,5,6.43,6.12,6.67,15,122,14,35,76,6,16,32,S,1,23,68,M,U,111000,53,29389,6069
0,126367,.,3,9,1,5,20,17.33,12.67,15,20,123,13,34,69,6,16,29,A,1,41,.,F,U,35900,18,21740,6070
1,127108,10,3,4,2,3,20,16.67,13.75,20,15,41,12,31,34,5,13,13,A,1,35,.,U,U,72700,32,0,6084
1,118673,10,3,11,2,9,10,9,10.82,8.5,18,100,15,35,76,6,15,28,A,1,45,.,F,U,76100,32,0,6085
1,126789,6,4,7,3,4,10,8.25,7.86,8.67,16,44,9,22,29,5,12,12,A,0,44,.,F,U,78200,30,65242,6090
0,127358,.,4,11,1,6,20,18.75,11.55,20,20,80,14,34,62,6,16,24,S,1,14,28,M,U,51600,31,49459,6095
0,126895,.,6,8,4,4,10,8.83,9.13,9.5,15,32,14,27,29,6,12,10,A,1,39,69,F,H,86000,27,67026,6096
1,126888,20,0,1,0,0,20,0,20,.,22,22,8,8,14,3,3,5,N,0,40,41,M,H,76400,31,67026,6097
0,126910,.,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,40,.,F,U,67300,21,0,6100
1,126961,16,3,17,2,9,16,16,11.12,16,15,81,13,33,63,6,16,24,A,1,42,75,M,H,85700,42,59141,6106
0,126975,.,3,3,3,3,50,41.67,41.67,41.67,15,29,13,27,25,6,13,11,A,0,14,52,M,H,94600,31,77776,6109
1,126994,25,1,2,0,1,35,35,27.5,.,26,53,11,26,35,5,5,13,A,0,1,.,M,U,225000,11,107241,6111
0,127049,.,4,14,1,8,10,10,10.29,10,26,130,9,30,73,4,14,31,A,1,22,46,M,U,162500,12,42958,6112
0,127055,.,2,10,1,6,15,16,10.3,15,22,96,11,31,68,5,14,27,A,1,31,.,F,U,0,0,0,6115
1,97015,4,6,11,4,7,7,8.17,6.55,8.5,20,57,13,34,47,6,16,19,A,0,24,39,F,H,99200,32,91820,6116
1,127320,25,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,12,37,F,H,73100,22,62587,6131
0,127348,.,3,3,3,3,25,15,15,15,18,27,14,28,24,6,13,11,A,1,13,49,M,H,95800,20,75023,6133
1,127392,23,1,11,1,9,23,23,16.27,23,24,123,10,28,70,5,13,30,A,1,22,56,M,H,59200,34,45994,6134
1,127511,23,3,11,2,8,22,22.33,17.18,21,24,105,12,33,70,6,16,27,A,1,11,56,F,H,94500,21,82550,6138
1,127527,12,3,8,2,6,10,12.33,10.75,11,16,80,13,33,52,6,16,21,A,0,42,37,M,U,82200,27,30208,6143
0,127543,.,2,11,1,5,30,21,10.73,12,26,57,12,32,50,5,15,19,A,1,46,45,F,U,51000,36,25703,6144
0,14621,.,3,21,1,12,10,7.33,7.48,10,24,103,10,30,75,4,13,25,A,1,30,87,F,H,58700,23,31520,6146
0,127579,.,2,5,2,2,9,14.5,8.8,14.5,20,56,13,29,41,6,12,15,A,0,30,53,F,H,36400,15,23848,6148
0,127643,.,2,5,0,1,20,15,10.4,.,26,69,10,29,42,5,5,16,A,0,45,44,F,H,45600,33,41867,6149
1,7590,30,1,14,0,3,35,30,22.29,.,4,93,31,47,102,7,7,25,A,0,46,37,F,U,68900,11,40197,6150
1,3891,25,3,18,2,9,25,25.67,19.17,27.5,16,127,32,49,124,6,15,33,A,1,39,82,F,H,28300,18,45709,6155
1,127823,6,7,20,4,9,5,6.14,5.45,6,15,64,13,35,55,6,17,21,A,1,31,74,F,U,25800,23,21950,6160
0,8637,.,1,21,0,10,0,12,9.14,.,11,130,15,34,85,5,5,29,S,1,53,43,M,U,28400,16,30347,6188
0,128652,.,1,1,1,1,15,15,15,15,17,17,10,15,14,4,6,5,F,0,39,27,F,U,51200,11,52377,6201
0,128796,.,1,1,0,0,15,15,15,.,20,20,8,14,13,3,3,4,F,0,12,.,F,U,65700,29,0,6206
0,140226,.,3,19,2,10,28,19,12.89,20,15,126,14,36,78,6,17,32,A,1,28,37,M,H,37800,56,36983,6212
1,129031,10,7,51,6,25,5,5.57,4.25,5.5,22,131,11,31,85,5,16,33,S,1,3,80,M,U,126900,29,43577,6222
1,129184,20,5,6,1,2,20,19,16.67,20,19,45,13,30,35,6,13,13,A,0,44,65,M,U,133700,61,0,6228
1,129335,12,1,11,1,6,10,10,7.27,10,22,88,6,17,38,4,11,16,S,1,12,47,M,H,91900,28,78055,6240
1,178826,20,2,6,1,4,15,15,10.83,15,16,55,13,31,41,6,14,16,A,0,11,46,U,U,87200,29,0,6252
1,129468,20,1,1,1,1,25,25,25,25,16,16,11,16,13,5,7,6,F,0,16,44,F,U,71700,33,44427,6254
1,129653,15,1,1,0,0,15,15,15,.,19,19,10,17,15,4,4,6,F,0,14,45,M,H,120800,37,61487,6262
1,129822,20,2,5,1,3,25,20,12.2,25,24,113,12,31,53,6,15,23,A,0,11,50,F,H,133100,34,92252,6269
1,129748,16,5,5,2,2,15,13.8,13.8,15,16,27,15,29,27,6,13,11,A,1,14,40,F,H,120800,34,72991,6275
1,129852,32,3,7,2,3,30,25,16.43,25,15,52,13,33,46,6,16,19,A,0,35,.,F,H,153100,52,92926,6276
0,130099,.,3,5,2,3,20,16,12.8,17.5,24,68,11,31,49,6,16,19,A,0,5,55,F,H,68400,45,38402,6291
1,141209,10,4,6,4,5,20,17.5,15.33,17.5,20,40,14,35,39,6,17,16,S,1,18,.,M,U,66000,45,0,6292
1,12226,8,3,17,1,4,6,8.67,5.41,10,4,98,29,46,82,8,15,28,S,1,25,84,F,U,64900,32,39604,6298
1,130239,20,1,1,1,1,20,20,20,20,24,24,8,18,16,3,7,6,N,0,18,41,M,U,73900,40,42775,6302
1,130530,20,1,1,0,0,20,20,20,.,20,20,10,17,15,4,4,6,F,0,18,57,F,H,69800,25,58973,6312
1,130554,20,3,20,1,9,10,11.33,12.7,13,18,127,8,22,65,4,10,24,S,1,18,43,F,H,66300,42,58973,6313
0,130557,.,2,2,1,1,20,15,15,10,18,29,10,23,22,4,10,9,A,0,17,39,F,H,90600,19,61373,6315
1,130609,16,2,11,1,10,16,15,12,16,21,113,7,21,55,4,11,24,A,1,13,83,M,H,141200,45,67447,6317
0,130302,.,3,9,2,6,20,16.67,10.44,17.5,24,52,11,33,45,6,17,20,A,1,18,.,F,U,70400,35,0,6319
1,130756,20,2,8,1,4,20,19,15,20,16,109,9,24,46,4,11,15,A,0,35,50,U,U,240800,29,0,6323
1,190281,25,1,7,0,5,17,17,13.14,.,18,80,4,12,27,2,2,15,E,1,21,.,F,U,90500,0,0,6324
1,130840,20,2,20,0,9,14,13,8.35,.,18,105,6,15,46,3,3,18,A,1,35,79,M,U,184800,35,92209,6327
1,130850,7,9,15,6,7,10,6.33,6.07,6.5,18,41,13,33,40,6,17,16,S,1,44,.,U,H,86900,30,56683,6329
0,9736,.,2,7,2,2,15,15,12.86,15,22,95,9,29,68,4,13,28,A,0,35,67,F,U,127400,33,77176,6331
1,130976,7,4,28,2,16,10,9.25,8.14,11,16,127,13,34,86,6,17,35,S,1,26,82,F,U,93300,23,53288,6336
1,131064,12,6,12,4,7,10,13.17,12.08,13.75,19,56,13,33,51,6,17,20,S,1,35,.,F,U,98900,32,0,6344
0,131146,.,1,5,0,3,25,25,16.8,.,26,56,10,31,46,5,5,20,A,0,35,49,F,H,77300,44,58466,6351
0,8736,.,3,22,2,13,10,10,6.05,10,16,130,15,33,97,3,11,27,S,1,46,.,F,U,60300,25,0,6355
0,9091,.,4,13,1,3,20,12,12.31,12,7,97,36,57,91,8,18,26,A,0,45,.,F,U,50900,32,0,6356
1,131468,8,9,22,5,12,11,9.33,7.36,9.2,17,75,14,35,59,6,17,25,S,1,16,17,U,U,72600,38,0,6363
1,131467,2,6,11,3,5,4,4,4.09,3.33,16,65,8,27,42,4,13,16,A,0,25,.,F,U,66000,34,0,6364
1,131465,15,3,3,1,1,15,12.33,12.33,10,18,33,11,29,26,5,13,11,A,0,34,43,F,H,111300,39,45954,6365
1,131551,10,8,12,5,7,12,10.25,8.92,10,18,69,13,31,53,6,15,20,S,1,28,80,M,H,64500,40,48143,6367
0,131549,.,3,5,2,3,25,29.33,29.6,42.5,12,64,19,35,59,8,15,20,A,0,31,65,M,H,62100,50,48143,6368
0,131596,.,10,24,6,11,5,3.9,3.46,3,17,67,13,32,48,6,16,20,S,1,30,69,F,H,59700,32,43088,6370
1,160975,15,2,2,2,2,15,12.5,12.5,12.5,15,29,12,26,24,4,10,9,A,0,38,.,M,U,120900,30,0,6378
