ADDRESS,TYPE,SELLERG,REGIONNAME,AREANUM,DISTANCE_INTERVAL,ROOMS,BATHROOM,CAR,LANDSIZE,BUILDINGAR,PRICE_INTERVAL
Judd St,u,Gary,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,0.0,60.0,300k-500k
Koornang Rd,u,Ray,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,912.0,75.0,300k-500k
Leila Rd,h,Woodards,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,817.0,130.0,1.5M-2M
Maroona Rd,u,hockingstuart,Southern Metropolitan,6.0,10-15 km,1,1.0,1.0,0.0,48.0,300k-500k
Freeman St,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,100.0,500k-1M
Briggs St,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,806.0,78.0,500k-1M
Pyne St,h,Rodney,Southern Metropolitan,6.0,5-10 km,4,1.0,2.0,499.0,155.0,0-300k
Dandenong Rd,h,Marshall,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,692.0,313.0,1.5M-2M
Dandenong Rd,u,Abercromby's,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,934.0,68.0,500k-1M
Malvern Gr,h,Jellis,Southern Metropolitan,6.0,5-10 km,3,2.0,3.0,361.0,237.0,2M-2.5M
Dandenong Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,56.0,300k-500k
Balaclava Rd,u,hockingstuart,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,952.0,43.0,0-300k
Arthur St,h,Gary,Southern Metropolitan,6.0,5-10 km,3,1.0,0.0,270.0,139.0,1M-1.5M
Dandenong Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,1092.0,63.0,300k-500k
Narong Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,771.0,82.0,500k-1M
Dandenong Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,0.0,67.0,500k-1M
Normanby Rd,h,Gary,Southern Metropolitan,6.0,5-10 km,4,2.0,1.0,810.0,215.0,2M-2.5M
Flowers St,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,357.0,144.0,1.5M-2M
Alder St,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,3,1.0,2.0,451.0,121.0,1M-1.5M
Kooyong Rd,u,Gary,Southern Metropolitan,6.0,5-10 km,1,1.0,1.0,0.0,44.0,0-300k
Dover St,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,273.0,114.0,1M-1.5M
Griffiths St,t,Gary,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,216.0,165.0,1M-1.5M
Alfada St,h,Biggin,Southern Metropolitan,6.0,5-10 km,2,1.0,2.0,284.0,99.0,1M-1.5M
Sycamore St,h,RT,Southern Metropolitan,6.0,5-10 km,3,2.0,1.0,478.0,120.0,1M-1.5M
Lygon St,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,575.0,256.0,1.5M-2M
Trevascus St,u,Ray,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,831.0,80.0,500k-1M
Lygon St,h,Gary,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,367.0,85.0,500k-1M
Sycamore St,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,2,2.0,2.0,464.0,272.0,1M-1.5M
Clarence St,h,Buxton,Southern Metropolitan,6.0,5-10 km,2,1.0,1.0,505.0,117.0,1M-1.5M
North Rd,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,3,2.0,2.0,494.0,135.0,1M-1.5M
Cedar St,h,Biggin,Southern Metropolitan,6.0,5-10 km,2,2.0,1.0,255.0,85.0,1M-1.5M
Poplar St,h,Gary,Southern Metropolitan,6.0,5-10 km,3,1.0,1.0,312.0,123.0,1M-1.5M
Booran Rd,h,hockingstuart,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,641.0,215.0,1.5M-2M
Kooyong Rd,h,Biggin,Southern Metropolitan,6.0,5-10 km,4,2.0,2.0,630.0,205.0,1.5M-2M
Moorong St,h,Purplebricks,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,288.0,158.0,500k-1M
Pde S,u,Bekdon,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,224.0,94.0,500k-1M
Lenna Ct,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,277.0,143.0,500k-1M
Moorong St,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,209.0,160.0,1M-1.5M
Bullarto St,h,Ray,Southern Metropolitan,6.0,10-15 km,2,1.0,1.0,585.0,97.0,1M-1.5M
Rae St,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,3,2.0,2.0,160.0,101.0,500k-1M
Warrina St,t,Buxton,Southern Metropolitan,6.0,10-15 km,4,3.0,2.0,273.0,182.0,500k-1M
Inga Ct,h,Buxton,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,620.0,88.0,1M-1.5M
Fitzroy Gr,h,hockingstuart,Southern Metropolitan,6.0,10-15 km,4,2.0,1.0,1033.0,164.0,1M-1.5M
Jacana Ct,h,McGrath,Southern Metropolitan,6.0,10-15 km,4,2.0,2.0,500.0,277.0,1M-1.5M
Jacana St,h,Thomson,Southern Metropolitan,6.0,10-15 km,3,1.0,2.0,630.0,105.0,1M-1.5M
Robert St,t,Buxton,Southern Metropolitan,6.0,10-15 km,3,2.0,1.0,177.0,111.0,500k-1M
Thurloo St,t,Ray,Southern Metropolitan,6.0,10-15 km,4,2.0,1.0,188.0,137.0,500k-1M
Noone St,h,Harrington,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,155.0,85.0,500k-1M
Caroline St,h,Nelson,Northern Metropolitan,3.0,< 5 km,3,1.0,0.0,193.0,98.0,1M-1.5M
Noone St,t,Collins,Northern Metropolitan,3.0,< 5 km,3,2.0,1.0,124.0,116.0,500k-1M
Roseneath St,h,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,174.0,85.0,1M-1.5M
Roseneath St,h,Harrington,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,185.0,84.0,1M-1.5M
Wellington St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,140.0,97.0,1M-1.5M
Caroline St,h,Collins,Northern Metropolitan,3.0,< 5 km,4,3.0,2.0,382.0,250.0,3M+
Myrtle St,h,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,2.0,239.0,96.0,1M-1.5M
Myrtle St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,0.0,164.0,99.0,1M-1.5M
Edmund St,u,iTRAK,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,515.0,50.0,300k-500k
Page St,h,Collins,Northern Metropolitan,3.0,< 5 km,3,2.0,1.0,176.0,135.0,1M-1.5M
Fenwick St,h,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,0.0,156.0,107.0,1M-1.5M
Groom St,u,Collins,Northern Metropolitan,3.0,< 5 km,2,2.0,2.0,0.0,136.0,500k-1M
Barries Pl,t,Jellis,Northern Metropolitan,3.0,< 5 km,3,3.0,1.0,67.0,119.0,500k-1M
Marshall Pl,h,Nelson,Northern Metropolitan,3.0,< 5 km,4,2.0,0.0,162.0,169.0,1.5M-2M
Hodgkinson St,h,Nelson,Northern Metropolitan,3.0,< 5 km,3,1.0,0.0,118.0,118.0,1M-1.5M
Molesworth St,h,Brad,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,371.0,93.0,500k-1M
Shackell St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,286.0,110.0,500k-1M
Elizabeth St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,0.0,702.0,108.0,500k-1M
Moore St,t,Nelson,Northern Metropolitan,4.0,5-10 km,2,2.0,1.0,0.0,176.0,500k-1M
Watchtower Rd,h,Walshe,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,142.0,123.0,500k-1M
Mavis St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,2.0,2.0,423.0,140.0,1M-1.5M
Moreland Rd,h,Ray,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,233.0,180.0,1M-1.5M
Portland St,h,Jellis,Northern Metropolitan,4.0,5-10 km,3,2.0,3.0,370.0,110.0,1M-1.5M
Moreland Rd,h,Jellis,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,536.0,164.0,0-300k
Wellington St,h,Peter,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,283.0,109.0,500k-1M
Linda St,h,Jellis,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,170.0,101.0,500k-1M
Shackell St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,280.0,93.0,500k-1M
Higinbotham St,h,Brad,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,372.0,125.0,500k-1M
McKay St,u,Jellis,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,74.0,500k-1M
Clarendon St,u,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,62.0,300k-500k
Moore St,t,Nelson,Northern Metropolitan,4.0,5-10 km,3,2.0,1.0,255.0,164.0,500k-1M
Moreland Rd,h,Nicholson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,370.0,130.0,500k-1M
Moreland Rd,h,Nicholson,Northern Metropolitan,4.0,5-10 km,3,1.0,0.0,378.0,124.0,500k-1M
Moreland Rd,h,Nicholson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,374.0,118.0,500k-1M
Quarry Cct,h,Nelson,Northern Metropolitan,4.0,5-10 km,4,2.0,2.0,494.0,300.0,1M-1.5M
Reynard St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,2.0,1.0,417.0,178.0,1M-1.5M
Glengyle St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,379.0,125.0,1M-1.5M
McKay St,u,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,80.0,300k-500k
Victoria St,u,Peter,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,129.0,107.0,500k-1M
Bruce St,t,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,119.0,109.0,500k-1M
Service St,h,Re,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,735.0,127.0,1M-1.5M
The Avenue,h,Woodards,Northern Metropolitan,4.0,5-10 km,3,2.0,1.0,107.0,110.0,500k-1M
Hawthorn St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,253.0,94.0,500k-1M
Miller St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,431.0,117.0,1M-1.5M
Shaftsbury St,h,Nelson,Northern Metropolitan,4.0,5-10 km,4,2.0,4.0,482.0,256.0,1.5M-2M
Gordon St,h,Brad,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,452.0,125.0,500k-1M
Industry La,u,Nelson,Northern Metropolitan,4.0,5-10 km,2,2.0,1.0,0.0,96.0,300k-500k
Berry St,h,Peter,Northern Metropolitan,4.0,5-10 km,3,2.0,3.0,405.0,156.0,1M-1.5M
Harding St,t,Ray,Northern Metropolitan,4.0,5-10 km,3,2.0,2.0,0.0,109.0,500k-1M
Audley St,h,Ray,Northern Metropolitan,4.0,5-10 km,4,3.0,1.0,420.0,146.0,1M-1.5M
Carron St,t,Ray,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,97.0,95.0,500k-1M
Munro St,h,RE,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,856.0,189.0,1M-1.5M
Gilbert St,h,Jellis,Northern Metropolitan,4.0,5-10 km,3,2.0,0.0,407.0,230.0,1M-1.5M
Stawell St,h,Re,Northern Metropolitan,4.0,5-10 km,3,1.0,3.0,385.0,98.0,500k-1M
Vincent St,u,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,73.0,500k-1M
Service St,t,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,108.0,100.0,500k-1M
Walsh St,h,Raine,Northern Metropolitan,4.0,5-10 km,3,2.0,1.0,293.0,180.0,1M-1.5M
Webb St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,371.0,100.0,500k-1M
Bruce St,h,Raine,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,462.0,72.0,500k-1M
Nicholson St,h,Ray,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,577.0,131.0,500k-1M
Station St,h,Brad,Northern Metropolitan,4.0,5-10 km,3,1.0,0.0,238.0,131.0,500k-1M
The Avenue,h,Nelson,Northern Metropolitan,4.0,5-10 km,4,3.0,1.0,515.0,249.0,1M-1.5M
Franklin St,h,Jellis,Northern Metropolitan,4.0,5-10 km,2,1.0,3.0,457.0,89.0,1M-1.5M
Shaftsbury St,h,Grantham,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,488.0,142.0,500k-1M
Shaftsbury St,u,RT,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,72.0,300k-500k
Bell St,h,Brad,Northern Metropolitan,4.0,5-10 km,2,2.0,3.0,339.0,149.0,500k-1M
Hardwick St,h,Raine,Northern Metropolitan,4.0,5-10 km,5,2.0,4.0,381.0,286.0,1M-1.5M
Kelson St,h,Jellis,Northern Metropolitan,4.0,5-10 km,3,1.0,3.0,336.0,112.0,1M-1.5M
Kelson St,h,Brad,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,138.0,102.0,500k-1M
Murray St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,3.0,206.0,80.0,1M-1.5M
Reynard St,h,Hodges,Northern Metropolitan,4.0,5-10 km,4,1.0,4.0,531.0,187.0,1M-1.5M
Sydney Rd,t,Brad,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,102.0,95.0,500k-1M
Rose St,h,Peter,Northern Metropolitan,4.0,5-10 km,4,2.0,2.0,43.0,205.0,1M-1.5M
Chandos St,u,Ray,Northern Metropolitan,4.0,5-10 km,2,1.0,2.0,0.0,70.0,500k-1M
Reynard St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,500.0,69.0,300k-500k
Rose St,h,Peter,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,545.0,107.0,500k-1M
The Grove,h,Jellis,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,13.0,500k-1M
Gordon St,t,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,116.0,140.0,500k-1M
Reynard St,h,Re,Northern Metropolitan,4.0,5-10 km,4,2.0,2.0,307.0,203.0,500k-1M
Beckley St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,563.0,130.0,1M-1.5M
Bell St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,2.0,381.0,92.0,500k-1M
Berry St,t,Nelson,Northern Metropolitan,4.0,5-10 km,3,2.0,1.0,213.0,131.0,500k-1M
Kaye Ct,h,Jellis,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,576.0,147.0,500k-1M
Saunders St,h,Nelson,Northern Metropolitan,4.0,5-10 km,4,1.0,2.0,633.0,164.0,1M-1.5M
Younger St,h,Brad,Northern Metropolitan,4.0,5-10 km,4,1.0,1.0,412.0,160.0,500k-1M
Baxter St,u,Nelson,Northern Metropolitan,4.0,5-10 km,1,1.0,1.0,0.0,62.0,0-300k
Hardwick St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,263.0,114.0,500k-1M
Industry La,t,Peter,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,86.0,500k-1M
Victoria St,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,113.0,70.0,500k-1M
Ronald St,h,hockingstuart,Northern Metropolitan,4.0,5-10 km,3,1.0,0.0,404.0,98.0,500k-1M
Headley St,t,McGrath,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,178.0,120.0,500k-1M
Headley St,t,McGrath,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,145.0,105.0,500k-1M
Pixel Cct,h,hockingstuart,Northern Metropolitan,4.0,5-10 km,3,2.0,2.0,173.0,120.0,500k-1M
McMahons Rd,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,565.0,115.0,500k-1M
Manly Ct,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,626.0,108.0,500k-1M
Rollo St,t,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,1.0,0.0,86.0,500k-1M
Mathieson St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,3.0,586.0,145.0,500k-1M
Sharp Gr,h,Love,Northern Metropolitan,4.0,5-10 km,2,1.0,2.0,563.0,116.0,500k-1M
Pixel Cct,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,104.0,138.0,500k-1M
Boyne St,h,Raine,Northern Metropolitan,4.0,5-10 km,2,1.0,3.0,526.0,90.0,500k-1M
Tilley St,h,Jellis,Northern Metropolitan,4.0,5-10 km,4,3.0,2.0,501.0,258.0,1M-1.5M
Convent Ct,h,First,Northern Metropolitan,4.0,5-10 km,2,1.0,2.0,833.0,107.0,500k-1M
McDonnell Rd,h,Nelson,Northern Metropolitan,4.0,5-10 km,2,1.0,4.0,629.0,120.0,500k-1M
Rollo St,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,307.0,96.0,500k-1M
Williams Rd,h,Brad,Northern Metropolitan,4.0,5-10 km,3,2.0,3.0,556.0,129.0,500k-1M
Elizabeth St,h,Brad,Northern Metropolitan,4.0,5-10 km,3,1.0,4.0,498.0,97.0,500k-1M
Elizabeth St,h,hockingstuart,Northern Metropolitan,4.0,5-10 km,4,2.0,2.0,298.0,231.0,500k-1M
Golf Rd,h,Jellis,Northern Metropolitan,4.0,5-10 km,3,2.0,3.0,472.0,134.0,500k-1M
Snapshot Dr,h,Ray,Northern Metropolitan,4.0,5-10 km,5,3.0,2.0,425.0,37.0,1M-1.5M
Elizabeth St,h,Barry,Northern Metropolitan,4.0,5-10 km,3,1.0,1.0,407.0,95.0,500k-1M
Norris St,h,Jellis,Northern Metropolitan,4.0,5-10 km,4,2.0,1.0,320.0,131.0,500k-1M
Shorts Rd,h,Nelson,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,499.0,105.0,500k-1M
Carr St,h,Jellis,Northern Metropolitan,4.0,5-10 km,3,1.0,2.0,575.0,129.0,500k-1M
Keele St,h,LITTLE,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,178.0,70.0,500k-1M
Oxford St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,0.0,129.0,1M-1.5M
Oxford St,u,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,2886.0,122.0,500k-1M
Islington St,t,Nelson,Northern Metropolitan,3.0,< 5 km,3,2.0,2.0,0.0,151.0,1M-1.5M
Oxford St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,0.0,97.0,500k-1M
Stanley St,u,Jellis,Northern Metropolitan,3.0,< 5 km,1,1.0,1.0,816.0,53.0,300k-500k
Hoddle St,u,Biggin,Northern Metropolitan,3.0,< 5 km,1,1.0,1.0,3701.0,62.0,300k-500k
Hoddle St,u,Woodards,Northern Metropolitan,3.0,< 5 km,1,1.0,1.0,0.0,65.0,300k-500k
Oxford St,u,Nelson,Northern Metropolitan,3.0,< 5 km,3,2.0,1.0,0.0,190.0,1M-1.5M
Oxford St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,2.0,1.0,0.0,153.0,1M-1.5M
Wellington St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,0.0,130.0,80.0,500k-1M
Alexander St,u,Jellis,Northern Metropolitan,3.0,< 5 km,1,1.0,1.0,406.0,49.0,300k-500k
Budd St,t,Jellis,Northern Metropolitan,3.0,< 5 km,3,2.0,1.0,82.0,82.0,500k-1M
Sackville St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,282.0,112.0,1M-1.5M
Budd St,h,hockingstuart,Northern Metropolitan,3.0,< 5 km,3,1.0,0.0,183.0,104.0,1M-1.5M
Alexander St,u,Woodards,Northern Metropolitan,3.0,< 5 km,1,1.0,1.0,0.0,44.0,300k-500k
Forest St,h,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,0.0,188.0,107.0,500k-1M
Oxford St,u,Biggin,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,0.0,92.0,500k-1M
Charlotte St,h,Peter,Northern Metropolitan,3.0,< 5 km,2,1.0,2.0,159.0,86.0,1M-1.5M
Budd St,t,Peter,Northern Metropolitan,3.0,< 5 km,3,2.0,1.0,81.0,82.0,500k-1M
Mater St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,2.0,1.0,1060.0,88.0,500k-1M
Oxford St,u,Jellis,Northern Metropolitan,3.0,< 5 km,3,2.0,2.0,0.0,159.0,1.5M-2M
Oxford St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,0.0,60.0,500k-1M
Oxford St,u,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,1.0,0.0,91.0,500k-1M
Cambridge St,u,Nelson,Northern Metropolitan,3.0,< 5 km,2,1.0,3.0,0.0,2.0,1.5M-2M
Oxford St,u,Jellis,Northern Metropolitan,3.0,< 5 km,2,2.0,1.0,0.0,114.0,500k-1M
Boyd St,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,4.0,727.0,123.0,1M-1.5M
Hanke Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,638.0,115.0,1M-1.5M
Thiele St,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,1.0,2.0,658.0,138.0,1M-1.5M
Nola St,h,hockingstuart,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,819.0,173.0,1M-1.5M
Carnarvon St,u,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,0.0,119.0,500k-1M
Morris St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,336.0,176.0,1M-1.5M
Arnold Gr,h,hockingstuart,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,925.0,218.0,1.5M-2M
Saxon St,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,317.0,194.0,1M-1.5M
Highview Dr,u,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,299.0,135.0,500k-1M
Maralee Pl,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,1073.0,143.0,1.5M-2M
Pettys La,h,Ray,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,740.0,185.0,1M-1.5M
Somerville St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,716.0,155.0,1M-1.5M
Henry St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,5,3.0,2.0,656.0,320.0,1M-1.5M
Burgundy Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,5,5.0,2.0,669.0,395.0,2M-2.5M
Bordeaux St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,655.0,170.0,1M-1.5M
George St,u,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,1.0,203.0,109.0,500k-1M
Dunoon St,h,Ray,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,806.0,170.0,1M-1.5M
Madeleine St,u,Barry,Eastern Metropolitan,3.0,10-15 km,4,1.0,1.0,241.0,105.0,500k-1M
High St,t,hockingstuart,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,118.0,106.0,500k-1M
Gilmore Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,731.0,140.0,1M-1.5M
Menarra St,h,Ray,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,658.0,140.0,1M-1.5M
Massey St,h,Ray,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,366.0,150.0,500k-1M
Benton Ct,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,2.0,1.0,728.0,150.0,1M-1.5M
Louise Ct,h,Ray,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,827.0,100.0,1M-1.5M
Church Rd,t,Fletchers,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,182.0,160.0,500k-1M
Glenda St,h,Jellis,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,651.0,119.0,1M-1.5M
Winston Dr,h,Philip,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,654.0,160.0,1M-1.5M
Outlook Dr,h,Fletchers,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,900.0,195.0,1M-1.5M
Reddan Ct,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,654.0,305.0,1M-1.5M
Roseland Gr,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,648.0,129.0,1M-1.5M
Iskandar Pl,h,Jellis,Eastern Metropolitan,3.0,10-15 km,5,4.0,2.0,500.0,429.0,1.5M-2M
Elgar Rd,h,Ray,Eastern Metropolitan,3.0,10-15 km,3,1.0,1.0,764.0,175.0,1M-1.5M
Wetherby Rd,u,Parkes,Eastern Metropolitan,3.0,10-15 km,2,1.0,1.0,67.0,68.0,300k-500k
Church Rd,t,Jellis,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,233.0,175.0,1M-1.5M
Manningham Rd,h,RW,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,650.0,261.0,1M-1.5M
Robin Ct,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,3.0,3.0,586.0,306.0,1.5M-2M
Norfolk Cct,h,Barry,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,657.0,275.0,1.5M-2M
Outlook Dr,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,0.0,163.0,500k-1M
Frank St,t,Ray,Eastern Metropolitan,3.0,10-15 km,4,2.0,2.0,234.0,160.0,500k-1M
High St,u,Jellis,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,109.0,120.0,500k-1M
Howard Ct,h,Vic,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,771.0,169.0,1M-1.5M
Manningham Rd,h,Barry,Eastern Metropolitan,3.0,10-15 km,3,2.0,2.0,649.0,150.0,1M-1.5M
Outlook Dr,h,Philip,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,798.0,132.0,1M-1.5M
Botanic Dr,h,Jellis,Eastern Metropolitan,3.0,10-15 km,4,2.0,4.0,769.0,240.0,1.5M-2M
Ashby Gr,h,Nelson,Eastern Metropolitan,3.0,10-15 km,5,2.0,2.0,963.0,225.0,1.5M-2M
Castle St,h,Miles,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,724.0,327.0,1.5M-2M
Glen Dr,h,Nelson,Eastern Metropolitan,3.0,10-15 km,3,1.0,2.0,846.0,180.0,1.5M-2M
Cape St,u,Miles,Eastern Metropolitan,3.0,10-15 km,2,1.0,1.0,79.0,70.0,500k-1M
Glenard Dr,h,Miles,Eastern Metropolitan,3.0,10-15 km,4,3.0,2.0,723.0,290.0,2M-2.5M
Ormond Rd,h,Miles,Eastern Metropolitan,3.0,10-15 km,5,2.0,1.0,939.0,236.0,1.5M-2M
Cumberland St,h,Nelson,Eastern Metropolitan,3.0,10-15 km,4,2.0,3.0,871.0,322.0,2.5M-3M
